MURDGRP,SEX,MSA_NUM,WEAPON_CODE,TOTAL,SOLVED,PERCENT,MSA_LABEL,WEAPON_LABEL,UNSOLVED
217,2,0,17,543,115,0.21178637200736647,"Anchorage, AK",Weapon Not Reported,428
