MURDGRP,SEX,MSA_LABEL,WEAPON_CODE,TOTAL,SOLVED,PERCENT,WEAPON_LABEL,REL_UNK_RATE,REL_TOP1,CIRC_UNK_RATE,CIRC_TOP1,UNSOLVED,REPORT_GAP_IDX
44993604,2,"Hattiesburg, MS",15,3,3,1.0,Shotgun,0.0,Acquaintance,0.3333333333333333,Other,0,0.16666666666666666
45013310,2,"Grand Forks, ND-MN",11,3,3,1.0,"Personal weapons, includes beating",0.0,Girlfriend,0.3333333333333333,Other,0,0.16666666666666666
45392961,2,"Minneapolis-St. Paul-Bloomington, MN-WI",3,3,3,1.0,Explosives,0.0,Daughter,0.3333333333333333,Other,0,0.16666666666666666
45665682,2,"Killeen-Temple-Fort Hood, TX",0,3,3,1.0,Asphyxiation - includes death by gas,0.0,Wife,0.0,Other arguments,0,0.0
45689132,2,"Gadsden, AL",15,3,3,1.0,Shotgun,0.0,Stepdaughter,0.0,Other arguments,0,0.0
45975099,2,"Cedar Rapids, IA",14,3,3,1.0,Rifle,0.0,Other - known to victim,0.0,Other arguments,0,0.0
46018650,2,"Joplin, MO",0,3,3,1.0,Asphyxiation - includes death by gas,0.0,Daughter,0.0,Other,0,0.0
46521205,2,"Ocean City, NJ",0,3,3,1.0,Asphyxiation - includes death by gas,0.0,Daughter,0.0,Other,0,0.0
47044456,2,"Wichita, KS",8,3,3,1.0,"Narcotics or drugs, sleeping pills",0.0,Other family,0.0,Other,0,0.0
47082303,2,"Buffalo-Niagara Falls, NY",8,3,3,1.0,"Narcotics or drugs, sleeping pills",0.0,Friend,0.3333333333333333,Other,0,0.16666666666666666
47252078,2,"Bangor, ME",14,3,3,1.0,Rifle,0.0,In-law,0.0,Other arguments,0,0.0
47572056,2,Rural Idaho,8,3,3,1.0,"Narcotics or drugs, sleeping pills",0.3333333333333333,Stranger,0.6666666666666666,All other manslaughter by negligence,0,0.5
47614699,2,"Grand Junction, CO",15,3,3,1.0,Shotgun,0.3333333333333333,Common-law wife,0.0,Other arguments,0,0.16666666666666666
47871652,2,"Pueblo, CO",4,3,3,1.0,Fire,0.0,Acquaintance,0.0,All other manslaughter by negligence,0,0.0
48308672,2,"McAllen-Edinburg-Mission, TX",2,3,3,1.0,Drowning,0.0,Daughter,0.0,All other manslaughter by negligence,0,0.0
48576271,2,"Lynchburg, VA",4,3,3,1.0,Fire,0.0,Wife,0.0,Other arguments,0,0.0
50264385,2,"Dubuque, IA",11,3,3,1.0,"Personal weapons, includes beating",0.3333333333333333,Daughter,1.0,—,0,0.6666666666666666
50638464,2,"Waterloo-Cedar Falls, IA",4,3,3,1.0,Fire,0.3333333333333333,Daughter,0.0,Arson,0,0.16666666666666666
51167166,2,"Prescott, AZ",5,3,3,1.0,"Firearm, type not stated",0.0,Girlfriend,0.6666666666666666,Other arguments,0,0.3333333333333333
51216318,2,"Vero Beach, FL",14,3,3,1.0,Rifle,0.6666666666666666,Girlfriend,0.3333333333333333,Other,0,0.5
51389213,2,"Riverside-San Bernardino, CA",12,3,3,1.0,Poison - does not include gas,0.0,Wife,0.0,Other,0,0.0
51997339,2,"Rochester, NY",2,3,3,1.0,Drowning,0.0,Daughter,0.0,Other,0,0.0
53341656,2,"St. Louis, MO-IL",12,3,3,1.0,Poison - does not include gas,0.0,Wife,0.0,Other,0,0.0
53534301,2,"Kokomo, IN",17,3,3,1.0,Weapon Not Reported,1.0,—,1.0,—,0,1.0
54152994,2,"Pittsfield, MA",6,3,3,1.0,"Handgun - pistol, revolver, etc",0.3333333333333333,Wife,0.3333333333333333,Other,0,0.3333333333333333
54367668,2,"Logan, UT-ID",11,3,3,1.0,"Personal weapons, includes beating",0.0,Acquaintance,0.3333333333333333,Other arguments,0,0.16666666666666666
54398929,2,"Panama City-Lynn Haven, FL",4,3,3,1.0,Fire,0.3333333333333333,Mother,0.6666666666666666,Arson,0,0.5
54846178,2,"Glens Falls, NY",15,3,3,1.0,Shotgun,0.0,Wife,0.0,Other,0,0.0
55084234,2,"Vallejo-Fairfield, CA",2,3,3,1.0,Drowning,0.0,Daughter,0.0,Other,0,0.0
55143210,2,"Tallahassee, FL",16,3,3,1.0,Strangulation - hanging,0.0,Stranger,0.3333333333333333,Other,0,0.16666666666666666
55167838,2,Rural Oklahoma,12,3,3,1.0,Poison - does not include gas,0.0,Acquaintance,0.0,Other,0,0.0
56062336,2,"Laredo, TX",1,3,3,1.0,"Blunt object - hammer, club, etc",0.0,Acquaintance,0.3333333333333333,Other,0,0.16666666666666666
58100810,2,"Green Bay, WI",8,3,3,1.0,"Narcotics or drugs, sleeping pills",0.0,Acquaintance,0.0,All other manslaughter by negligence,0,0.0
58145776,2,"Harrisonburg, VA",14,3,3,1.0,Rifle,0.0,Wife,0.3333333333333333,Other arguments,0,0.16666666666666666
58910378,2,"Morristown, TN",10,3,3,1.0,Other or type unknown,0.0,Girlfriend,0.6666666666666666,All other manslaughter by negligence,0,0.3333333333333333
59004116,2,"Weirton-Steubenville, WV-OH",10,3,3,1.0,Other or type unknown,0.0,Mother,0.0,Other arguments,0,0.0
59578896,2,Rural New Hampshire,8,3,3,1.0,"Narcotics or drugs, sleeping pills",0.0,Acquaintance,0.0,Narcotic drug laws,0,0.0
60000002,2,"Elmira, NY",6,3,3,1.0,"Handgun - pistol, revolver, etc",0.0,Wife,0.3333333333333333,Other,0,0.16666666666666666
60392135,2,"Barnstable Town, MA",0,3,3,1.0,Asphyxiation - includes death by gas,0.0,Wife,0.3333333333333333,Other,0,0.16666666666666666
60739680,2,"Raleigh-Cary, NC",17,3,3,1.0,Weapon Not Reported,1.0,—,1.0,—,0,1.0
61174880,2,Rural South Carolina,9,3,3,1.0,Other gun,0.0,Girlfriend,0.0,Other arguments,0,0.0
61579548,2,"Hanford-Corcoran, CA",15,3,3,1.0,Shotgun,0.0,Girlfriend,0.0,Other arguments,0,0.0
62495526,2,"Springfield, OH",2,3,3,1.0,Drowning,0.0,Daughter,0.0,Other,0,0.0
62729174,2,"Corpus Christi, TX",0,3,3,1.0,Asphyxiation - includes death by gas,0.0,Daughter,0.0,Other arguments,0,0.0
63759164,2,"Dubuque, IA",6,3,3,1.0,"Handgun - pistol, revolver, etc",0.0,Wife,0.3333333333333333,Robbery,0,0.16666666666666666
64599054,2,"Lima, OH",15,3,3,1.0,Shotgun,0.0,Wife,0.3333333333333333,Other arguments,0,0.16666666666666666
64660371,2,"Bellingham, WA",14,3,3,1.0,Rifle,0.0,Daughter,0.3333333333333333,Other,0,0.16666666666666666
64939244,2,"Yuma, AZ",4,3,3,1.0,Fire,0.0,In-law,0.0,Brawl due to influence of alcohol,0,0.0
