MURDGRP,SEX,MSA_LABEL,WEAPON_CODE,TOTAL,SOLVED,PERCENT,WEAPON_LABEL,UNSOLVED
54145251,2,"Salt Lake City, UT",16,20,5,0.25,Strangulation - hanging,15
