MURDGRP,SEX,MSA_LABEL,WEAPON_CODE,TOTAL,SOLVED,PERCENT,WEAPON_LABEL,REL_UNK_RATE,REL_TOP1,CIRC_UNK_RATE,CIRC_TOP1,UNSOLVED,REPORT_GAP_IDX
1224210,2,"St. Louis, MO-IL",5,372,142,0.3817204301075269,"Firearm, type not stated",0.6478494623655914,Girlfriend,0.6559139784946236,Other arguments,230,0.6518817204301075
15024316,2,"Detroit-Warren-Livonia, MI",16,253,94,0.3715415019762846,Strangulation - hanging,0.6284584980237155,Acquaintance,0.4743083003952569,Other,159,0.5513833992094862
66461758,2,"Las Vegas-Paradise, NV",16,125,50,0.4,Strangulation - hanging,0.624,Acquaintance,0.576,Other,75,0.6
31179421,2,"Kansas City, MO-KS",16,87,31,0.3563218390804598,Strangulation - hanging,0.7586206896551724,Girlfriend,0.735632183908046,Other arguments,56,0.7471264367816092
53601116,2,"Miami-Fort Lauderdale, FL",16,71,26,0.36619718309859156,Strangulation - hanging,0.6197183098591549,Wife,0.43661971830985913,Other,45,0.528169014084507
62723124,2,"New Orleans-Metairie-Kenner, LA",16,59,23,0.3898305084745763,Strangulation - hanging,0.6949152542372882,Girlfriend,0.4576271186440678,Rape,36,0.576271186440678
52553518,2,"Montgomery, AL",5,55,21,0.38181818181818183,"Firearm, type not stated",0.6181818181818182,Girlfriend,0.6727272727272727,Other arguments,34,0.6454545454545455
63630050,2,"Buffalo-Niagara Falls, NY",10,45,18,0.4,Other or type unknown,0.6444444444444445,Daughter,0.5333333333333333,Other,27,0.5888888888888889
2246703,2,"Port St. Lucie-Fort Pierce, FL",10,38,14,0.3684210526315789,Other or type unknown,0.8421052631578947,Mother,0.6052631578947368,All other manslaughter by negligence,24,0.7236842105263157
58283846,2,"Tampa-St. Petersburg-Clearwater, FL",16,33,13,0.3939393939393939,Strangulation - hanging,0.6363636363636364,Stranger,0.48484848484848486,Rape,20,0.5606060606060606
17620439,2,"Toledo, OH",16,31,11,0.3548387096774194,Strangulation - hanging,0.6129032258064516,Stranger,0.41935483870967744,Robbery,20,0.5161290322580645
33092875,2,"Columbus, OH",16,30,12,0.4,Strangulation - hanging,0.6,Stranger,0.4666666666666667,Other arguments,18,0.5333333333333333
72736105,2,"Hartford, CT",16,23,8,0.34782608695652173,Strangulation - hanging,0.6956521739130435,Acquaintance,0.6086956521739131,Other,15,0.6521739130434783
54145251,2,"Salt Lake City, UT",16,20,5,0.25,Strangulation - hanging,0.7,Stranger,0.45,Rape,15,0.575
37587032,2,"Indianapolis, IN",4,23,9,0.391304347826087,Fire,0.6086956521739131,Acquaintance,0.34782608695652173,Arson,14,0.4782608695652174
76148068,2,"Colorado Springs, CO",16,22,8,0.36363636363636365,Strangulation - hanging,0.6818181818181818,Acquaintance,0.3181818181818182,All suspected felony type,14,0.5
91467989,2,"Nashville-Davidson-Murfreesboro, TN",16,18,5,0.2777777777777778,Strangulation - hanging,0.6666666666666666,Girlfriend,0.6111111111111112,Other arguments,13,0.6388888888888888
47095007,2,"Little Rock-North Little Rock, AR",16,20,8,0.4,Strangulation - hanging,0.6,Acquaintance,0.7,Other,12,0.6499999999999999
33027860,2,"Richmond, VA",16,18,6,0.3333333333333333,Strangulation - hanging,0.7222222222222222,Acquaintance,0.6111111111111112,Other,12,0.6666666666666667
18376087,2,"Rochester, NY",4,18,7,0.3888888888888889,Fire,0.5,Daughter,0.1111111111111111,Arson,11,0.3055555555555556
81941045,2,"Naples-Marco Island, FL",10,18,7,0.3888888888888889,Other or type unknown,0.7777777777777778,Daughter,0.5555555555555556,Other,11,0.6666666666666667
60193190,2,"Rochester, NY",16,17,6,0.35294117647058826,Strangulation - hanging,0.6470588235294118,Acquaintance,0.5294117647058824,Prostitution and commercialized vice,11,0.5882352941176471
61128743,2,"Wichita, KS",16,16,5,0.3125,Strangulation - hanging,0.625,Stranger,0.625,Other,11,0.625
17943457,2,"Pine Bluff, AR",5,15,5,0.3333333333333333,"Firearm, type not stated",0.8,Acquaintance,0.5333333333333333,Other,10,0.6666666666666667
94640196,2,"Dayton, OH",16,15,6,0.4,Strangulation - hanging,0.5333333333333333,Acquaintance,0.5333333333333333,Other,9,0.5333333333333333
